batting_team_encoded,bowling_team_encoded,venue_encoded,current_score,wickets_fallen,overs,final_total_score
0,3,17,1,0,0.1,131
0,3,17,1,0,0.1,131
0,3,17,2,0,0.2,131
0,3,17,2,0,0.2,131
0,3,17,2,1,0.3,131
0,3,17,3,1,0.4,131
0,3,17,3,1,0.4,131
0,3,17,3,1,0.5,131
0,3,17,3,1,0.6,131
0,3,17,3,1,1.1,131
0,3,17,3,1,1.2,131
0,3,17,4,1,1.3,131
0,3,17,8,1,1.4,131
0,3,17,8,1,1.5,131
0,3,17,8,1,1.6,131
0,3,17,9,1,2.1,131
0,3,17,15,1,2.2,131
0,3,17,15,1,2.3,131
0,3,17,15,1,2.4,131
0,3,17,16,1,2.5,131
0,3,17,16,1,2.6,131
0,3,17,17,1,3.1,131
0,3,17,17,1,3.2,131
0,3,17,18,1,3.3,131
0,3,17,24,1,3.4,131
0,3,17,24,1,3.5,131
0,3,17,28,1,3.6,131
0,3,17,28,2,4.1,131
0,3,17,28,2,4.2,131
0,3,17,28,2,4.3,131
0,3,17,28,2,4.4,131
0,3,17,29,2,4.5,131
0,3,17,29,2,4.6,131
0,3,17,30,2,5.1,131
0,3,17,31,2,5.2,131
0,3,17,31,2,5.3,131
0,3,17,31,2,5.4,131
0,3,17,35,2,5.5,131
0,3,17,35,2,5.6,131
0,3,17,36,2,6.1,131
0,3,17,37,2,6.2,131
0,3,17,39,2,6.3,131
0,3,17,39,2,6.4,131
0,3,17,40,2,6.5,131
0,3,17,40,2,6.6,131
0,3,17,41,2,7.1,131
0,3,17,41,2,7.2,131
0,3,17,47,2,7.3,131
0,3,17,47,2,7.4,131
0,3,17,48,2,7.5,131
0,3,17,49,3,7.6,131
0,3,17,50,3,7.6,131
0,3,17,51,3,8.1,131
0,3,17,51,3,8.2,131
0,3,17,52,3,8.3,131
0,3,17,52,4,8.4,131
0,3,17,53,4,8.5,131
0,3,17,53,4,8.6,131
0,3,17,55,4,9.1,131
0,3,17,56,4,9.2,131
0,3,17,56,4,9.3,131
0,3,17,57,4,9.4,131
0,3,17,57,4,9.5,131
0,3,17,57,4,9.6,131
0,3,17,58,4,10.1,131
0,3,17,59,4,10.2,131
0,3,17,60,4,10.3,131
0,3,17,61,4,10.4,131
0,3,17,61,5,10.5,131
0,3,17,61,5,10.6,131
0,3,17,62,5,11.1,131
0,3,17,62,5,11.2,131
0,3,17,62,5,11.3,131
0,3,17,63,5,11.4,131
0,3,17,64,5,11.5,131
0,3,17,64,5,11.6,131
0,3,17,64,5,12.1,131
0,3,17,65,5,12.2,131
0,3,17,65,5,12.3,131
0,3,17,65,5,12.4,131
0,3,17,66,5,12.5,131
0,3,17,66,5,12.6,131
0,3,17,66,5,13.1,131
0,3,17,66,5,13.2,131
0,3,17,68,5,13.3,131
0,3,17,68,5,13.4,131
0,3,17,69,5,13.5,131
0,3,17,69,5,13.6,131
0,3,17,69,5,14.1,131
0,3,17,70,5,14.2,131
0,3,17,71,5,14.3,131
0,3,17,71,5,14.4,131
0,3,17,72,5,14.5,131
0,3,17,73,5,14.6,131
0,3,17,74,5,15.1,131
0,3,17,74,5,15.2,131
0,3,17,78,5,15.3,131
0,3,17,79,5,15.4,131
0,3,17,80,5,15.5,131
0,3,17,81,5,15.6,131
0,3,17,81,5,16.1,131
0,3,17,82,5,16.2,131
0,3,17,83,5,16.3,131
0,3,17,83,5,16.4,131
0,3,17,84,5,16.5,131
0,3,17,84,5,16.6,131
0,3,17,88,5,17.1,131
0,3,17,89,5,17.2,131
0,3,17,90,5,17.3,131
0,3,17,94,5,17.4,131
0,3,17,94,5,17.5,131
0,3,17,98,5,17.6,131
0,3,17,98,5,18.1,131
0,3,17,99,5,18.2,131
0,3,17,100,5,18.3,131
0,3,17,101,5,18.4,131
0,3,17,102,5,18.4,131
0,3,17,106,5,18.5,131
0,3,17,106,5,18.6,131
0,3,17,113,5,18.6,131
0,3,17,114,5,19.1,131
0,3,17,116,5,19.2,131
0,3,17,120,5,19.3,131
0,3,17,124,5,19.4,131
0,3,17,125,5,19.5,131
0,3,17,131,5,19.6,131
3,0,17,0,0,0.1,133
3,0,17,0,0,0.2,133
3,0,17,0,0,0.3,133
3,0,17,2,0,0.4,133
3,0,17,6,0,0.5,133
3,0,17,6,0,0.6,133
3,0,17,8,0,1.1,133
3,0,17,8,0,1.2,133
3,0,17,8,0,1.3,133
3,0,17,8,0,1.4,133
3,0,17,8,0,1.5,133
3,0,17,8,0,1.6,133
3,0,17,8,0,2.1,133
3,0,17,8,0,2.2,133
3,0,17,9,0,2.3,133
3,0,17,11,0,2.4,133
3,0,17,15,0,2.5,133
3,0,17,15,0,2.6,133
3,0,17,15,0,3.1,133
3,0,17,15,0,3.2,133
3,0,17,15,0,3.3,133
3,0,17,19,0,3.4,133
3,0,17,19,0,3.5,133
3,0,17,25,0,3.6,133
3,0,17,25,0,4.1,133
3,0,17,29,0,4.2,133
3,0,17,30,0,4.3,133
3,0,17,30,0,4.4,133
3,0,17,34,0,4.5,133
3,0,17,35,0,4.6,133
3,0,17,39,0,5.1,133
3,0,17,40,0,5.2,133
3,0,17,42,0,5.3,133
3,0,17,43,0,5.4,133
3,0,17,43,0,5.5,133
3,0,17,43,0,5.6,133
3,0,17,43,0,6.1,133
3,0,17,43,1,6.2,133
3,0,17,43,1,6.3,133
3,0,17,43,1,6.4,133
3,0,17,43,1,6.5,133
3,0,17,44,1,6.6,133
3,0,17,48,1,7.1,133
3,0,17,49,1,7.2,133
3,0,17,50,1,7.3,133
3,0,17,54,1,7.4,133
3,0,17,58,1,7.5,133
3,0,17,59,1,7.6,133
3,0,17,65,1,8.1,133
3,0,17,66,1,8.2,133
3,0,17,67,1,8.3,133
3,0,17,68,1,8.4,133
3,0,17,69,1,8.5,133
3,0,17,70,1,8.6,133
3,0,17,71,1,9.1,133
3,0,17,75,1,9.2,133
3,0,17,76,1,9.3,133
3,0,17,76,1,9.4,133
3,0,17,76,1,9.5,133
3,0,17,76,2,9.6,133
3,0,17,76,2,10.1,133
3,0,17,77,2,10.2,133
3,0,17,78,2,10.3,133
3,0,17,82,2,10.4,133
3,0,17,83,2,10.5,133
3,0,17,83,2,10.6,133
3,0,17,84,2,11.1,133
3,0,17,85,2,11.2,133
3,0,17,87,2,11.3,133
3,0,17,87,3,11.4,133
3,0,17,88,3,11.5,133
3,0,17,90,3,11.6,133
3,0,17,91,3,12.1,133
3,0,17,92,3,12.2,133
3,0,17,92,3,12.3,133
3,0,17,92,3,12.4,133
3,0,17,93,3,12.5,133
3,0,17,93,3,12.6,133
3,0,17,95,3,13.1,133
3,0,17,95,3,13.2,133
3,0,17,96,3,13.3,133
3,0,17,97,3,13.4,133
3,0,17,98,3,13.5,133
3,0,17,98,3,13.6,133
3,0,17,98,3,14.1,133
3,0,17,100,3,14.2,133
3,0,17,101,3,14.3,133
3,0,17,102,3,14.4,133
3,0,17,103,3,14.5,133
3,0,17,104,3,14.6,133
3,0,17,105,3,15.1,133
3,0,17,105,3,15.2,133
3,0,17,107,3,15.3,133
3,0,17,111,3,15.4,133
3,0,17,112,3,15.5,133
3,0,17,113,3,15.6,133
3,0,17,114,3,16.1,133
3,0,17,114,3,16.2,133
3,0,17,120,3,16.3,133
3,0,17,121,3,16.4,133
3,0,17,122,3,16.5,133
3,0,17,122,3,16.6,133
3,0,17,122,3,17.1,133
3,0,17,123,3,17.2,133
3,0,17,123,4,17.3,133
3,0,17,124,4,17.4,133
3,0,17,125,4,17.5,133
3,0,17,126,4,17.6,133
3,0,17,127,4,18.1,133
3,0,17,129,4,18.2,133
3,0,17,133,4,18.3,133
5,1,3,0,0,0.1,177
5,1,3,0,0,0.2,177
5,1,3,4,0,0.3,177
5,1,3,4,0,0.4,177
5,1,3,4,0,0.5,177
5,1,3,10,0,0.6,177
5,1,3,11,0,1.1,177
5,1,3,11,0,1.2,177
5,1,3,11,0,1.3,177
5,1,3,12,0,1.4,177
5,1,3,16,0,1.5,177
5,1,3,16,0,1.6,177
5,1,3,17,0,2.1,177
5,1,3,17,0,2.2,177
5,1,3,18,0,2.3,177
5,1,3,19,0,2.4,177
5,1,3,19,0,2.5,177
5,1,3,25,0,2.6,177
5,1,3,26,0,3.1,177
5,1,3,28,0,3.2,177
5,1,3,28,0,3.3,177
5,1,3,28,0,3.4,177
5,1,3,32,0,3.5,177
5,1,3,32,0,3.6,177
5,1,3,36,0,4.1,177
5,1,3,36,0,4.2,177
5,1,3,42,0,4.3,177
5,1,3,43,0,4.4,177
5,1,3,43,0,4.4,177
5,1,3,44,0,4.5,177
5,1,3,48,0,4.6,177
5,1,3,48,0,5.1,177
5,1,3,48,0,5.2,177
5,1,3,48,0,5.3,177
5,1,3,48,0,5.4,177
5,1,3,52,0,5.5,177
5,1,3,53,0,5.6,177
5,1,3,54,0,6.1,177
5,1,3,55,0,6.2,177
5,1,3,55,0,6.3,177
5,1,3,56,0,6.4,177
5,1,3,56,0,6.5,177
5,1,3,56,0,6.6,177
5,1,3,57,0,7.1,177
5,1,3,58,0,7.2,177
5,1,3,59,0,7.3,177
5,1,3,60,0,7.4,177
5,1,3,64,0,7.5,177
5,1,3,65,0,7.6,177
5,1,3,67,0,8.1,177
5,1,3,67,1,8.2,177
5,1,3,67,1,8.3,177
5,1,3,68,1,8.4,177
5,1,3,69,1,8.5,177
5,1,3,69,1,8.6,177
5,1,3,70,1,9.1,177
5,1,3,71,1,9.2,177
5,1,3,75,1,9.3,177
5,1,3,76,1,9.4,177
5,1,3,78,1,9.5,177
5,1,3,79,1,9.6,177
5,1,3,80,1,10.1,177
5,1,3,81,1,10.2,177
5,1,3,83,1,10.3,177
5,1,3,83,2,10.4,177
5,1,3,84,2,10.5,177
5,1,3,85,2,10.6,177
5,1,3,86,2,11.1,177
5,1,3,87,2,11.2,177
5,1,3,88,2,11.3,177
5,1,3,90,2,11.4,177
5,1,3,90,2,11.5,177
5,1,3,91,2,11.6,177
5,1,3,91,2,12.1,177
5,1,3,91,2,12.2,177
5,1,3,95,2,12.3,177
5,1,3,99,2,12.4,177
5,1,3,100,2,12.5,177
5,1,3,104,2,12.6,177
5,1,3,105,2,13.1,177
5,1,3,105,2,13.2,177
5,1,3,106,2,13.3,177
5,1,3,108,2,13.4,177
5,1,3,109,2,13.5,177
5,1,3,113,2,13.6,177
5,1,3,117,2,14.1,177
5,1,3,117,3,14.2,177
5,1,3,117,3,14.3,177
5,1,3,117,3,14.4,177
5,1,3,118,3,14.5,177
5,1,3,118,3,14.6,177
5,1,3,119,3,15.1,177
5,1,3,120,3,15.2,177
5,1,3,121,3,15.3,177
5,1,3,122,3,15.4,177
5,1,3,122,4,15.5,177
5,1,3,123,4,15.6,177
5,1,3,124,4,16.1,177
5,1,3,130,4,16.2,177
5,1,3,131,4,16.3,177
5,1,3,132,4,16.4,177
5,1,3,136,4,16.5,177
5,1,3,137,4,16.6,177
5,1,3,137,4,17.1,177
5,1,3,138,4,17.2,177
5,1,3,139,4,17.3,177
5,1,3,140,4,17.4,177
5,1,3,142,4,17.5,177
5,1,3,148,4,17.6,177
5,1,3,152,4,18.1,177
5,1,3,154,4,18.2,177
5,1,3,158,4,18.3,177
5,1,3,159,4,18.4,177
5,1,3,159,4,18.5,177
5,1,3,159,5,18.6,177
5,1,3,160,5,19.1,177
5,1,3,161,5,19.2,177
5,1,3,167,5,19.2,177
5,1,3,168,5,19.3,177
5,1,3,172,5,19.4,177
5,1,3,176,5,19.5,177
5,1,3,177,5,19.6,177
1,5,3,0,0,0.1,179
1,5,3,0,0,0.2,179
1,5,3,1,0,0.3,179
1,5,3,2,0,0.4,179
1,5,3,6,0,0.4,179
1,5,3,10,0,0.5,179
1,5,3,11,0,0.6,179
1,5,3,12,0,0.6,179
1,5,3,12,0,1.1,179
1,5,3,12,0,1.2,179
1,5,3,16,0,1.3,179
1,5,3,16,0,1.4,179
1,5,3,20,0,1.5,179
1,5,3,21,0,1.6,179
1,5,3,21,0,2.1,179
1,5,3,24,0,2.2,179
1,5,3,24,0,2.3,179
1,5,3,30,0,2.4,179
1,5,3,30,0,2.5,179
1,5,3,30,0,2.6,179
1,5,3,30,0,3.1,179
1,5,3,30,0,3.2,179
1,5,3,30,1,3.3,179
1,5,3,30,1,3.4,179
1,5,3,30,2,3.5,179
1,5,3,31,2,3.6,179
1,5,3,32,2,4.1,179
1,5,3,32,3,4.1,179
1,5,3,33,3,4.2,179
1,5,3,39,3,4.3,179
1,5,3,39,3,4.4,179
1,5,3,40,3,4.5,179
1,5,3,40,3,4.6,179
1,5,3,40,3,5.1,179
1,5,3,41,3,5.2,179
1,5,3,41,3,5.3,179
1,5,3,41,3,5.4,179
1,5,3,42,3,5.5,179
1,5,3,46,3,5.6,179
1,5,3,47,3,6.1,179
1,5,3,51,3,6.2,179
1,5,3,55,3,6.3,179
1,5,3,57,3,6.4,179
1,5,3,58,3,6.5,179
1,5,3,58,3,6.6,179
1,5,3,58,3,7.1,179
1,5,3,59,3,7.2,179
1,5,3,59,3,7.3,179
1,5,3,59,3,7.4,179
1,5,3,60,3,7.5,179
1,5,3,62,3,7.6,179
1,5,3,62,3,8.1,179
1,5,3,63,3,8.2,179
1,5,3,63,3,8.3,179
1,5,3,64,3,8.4,179
1,5,3,65,3,8.5,179
1,5,3,66,3,8.5,179
1,5,3,70,3,8.6,179
1,5,3,71,3,9.1,179
1,5,3,72,3,9.1,179
1,5,3,72,4,9.2,179
1,5,3,72,4,9.3,179
1,5,3,72,5,9.4,179
1,5,3,73,5,9.5,179
1,5,3,77,5,9.6,179
1,5,3,81,5,10.1,179
1,5,3,81,5,10.2,179
1,5,3,85,5,10.3,179
1,5,3,86,5,10.4,179
1,5,3,87,5,10.5,179
1,5,3,91,5,10.6,179
1,5,3,92,5,11.1,179
1,5,3,93,5,11.2,179
1,5,3,93,5,11.3,179
1,5,3,93,5,11.4,179
1,5,3,93,5,11.5,179
1,5,3,94,5,11.6,179
1,5,3,95,5,12.1,179
1,5,3,96,5,12.2,179
1,5,3,96,5,12.3,179
1,5,3,97,5,12.4,179
1,5,3,99,5,12.5,179
1,5,3,103,5,12.6,179
1,5,3,104,5,13.1,179
1,5,3,104,6,13.2,179
1,5,3,104,6,13.3,179
1,5,3,105,6,13.4,179
1,5,3,107,6,13.5,179
1,5,3,113,6,13.6,179
1,5,3,115,6,14.1,179
1,5,3,115,6,14.2,179
1,5,3,116,6,14.3,179
1,5,3,117,6,14.4,179
1,5,3,118,6,14.5,179
1,5,3,122,6,14.6,179
1,5,3,128,6,15.1,179
1,5,3,129,6,15.2,179
1,5,3,133,6,15.3,179
1,5,3,134,6,15.4,179
1,5,3,136,6,15.5,179
1,5,3,137,6,15.6,179
1,5,3,138,6,16.1,179
1,5,3,138,6,16.2,179
1,5,3,139,6,16.3,179
1,5,3,140,6,16.3,179
1,5,3,144,6,16.4,179
1,5,3,145,6,16.5,179
1,5,3,146,6,16.6,179
1,5,3,150,6,16.6,179
1,5,3,156,6,17.1,179
1,5,3,157,6,17.2,179
1,5,3,163,6,17.3,179
1,5,3,167,6,17.4,179
1,5,3,168,6,17.5,179
1,5,3,174,6,17.6,179
1,5,3,175,6,18.1,179
1,5,3,179,6,18.2,179
7,6,4,0,0,0.1,205
7,6,4,0,0,0.2,205
7,6,4,0,0,0.3,205
7,6,4,0,0,0.4,205
7,6,4,1,0,0.5,205
7,6,4,1,0,0.6,205
7,6,4,6,0,1.1,205
7,6,4,6,0,1.1,205
7,6,4,10,0,1.2,205
7,6,4,10,0,1.3,205
7,6,4,10,0,1.4,205
7,6,4,11,0,1.5,205
7,6,4,12,0,1.6,205
7,6,4,12,0,1.6,205
7,6,4,12,0,2.1,205
7,6,4,16,0,2.2,205
7,6,4,17,0,2.3,205
7,6,4,23,0,2.4,205
7,6,4,23,0,2.5,205
7,6,4,23,0,2.6,205
7,6,4,24,0,3.1,205
7,6,4,24,0,3.2,205
7,6,4,25,0,3.3,205
7,6,4,25,0,3.4,205
7,6,4,25,0,3.5,205
7,6,4,25,0,3.6,205
7,6,4,26,0,4.1,205
7,6,4,27,0,4.2,205
7,6,4,29,0,4.2,205
7,6,4,30,0,4.3,205
7,6,4,30,0,4.4,205
7,6,4,30,0,4.5,205
7,6,4,31,0,4.6,205
7,6,4,31,0,5.1,205
7,6,4,31,0,5.2,205
7,6,4,31,0,5.3,205
7,6,4,33,0,5.4,205
7,6,4,37,0,5.5,205
7,6,4,41,0,5.6,205
7,6,4,41,0,6.1,205
7,6,4,43,0,6.2,205
7,6,4,44,0,6.3,205
7,6,4,46,0,6.4,205
7,6,4,50,0,6.5,205
7,6,4,50,1,6.6,205
7,6,4,51,1,7.1,205
7,6,4,52,1,7.2,205
7,6,4,53,1,7.3,205
7,6,4,53,1,7.4,205
7,6,4,54,1,7.5,205
7,6,4,54,1,7.6,205
7,6,4,55,1,8.1,205
7,6,4,57,1,8.2,205
7,6,4,57,1,8.3,205
7,6,4,57,1,8.4,205
7,6,4,57,1,8.5,205
7,6,4,57,1,8.6,205
7,6,4,59,1,9.1,205
7,6,4,61,1,9.2,205
7,6,4,61,1,9.3,205
7,6,4,67,1,9.4,205
7,6,4,68,1,9.5,205
7,6,4,70,1,9.6,205
7,6,4,70,1,9.6,205
7,6,4,71,1,10.1,205
7,6,4,72,1,10.2,205
7,6,4,74,1,10.3,205
7,6,4,75,1,10.4,205
7,6,4,76,1,10.5,205
7,6,4,78,1,10.6,205
7,6,4,78,1,11.1,205
7,6,4,79,1,11.2,205
7,6,4,81,1,11.3,205
7,6,4,83,1,11.4,205
7,6,4,84,1,11.5,205
7,6,4,90,1,11.5,205
7,6,4,92,1,11.6,205
7,6,4,96,1,12.1,205
7,6,4,97,1,12.2,205
7,6,4,98,1,12.2,205
7,6,4,102,1,12.3,205
7,6,4,108,1,12.4,205
7,6,4,114,1,12.5,205
7,6,4,115,1,12.6,205
7,6,4,121,1,13.1,205
7,6,4,127,1,13.2,205
7,6,4,128,1,13.3,205
7,6,4,130,1,13.4,205
7,6,4,136,1,13.5,205
7,6,4,136,1,13.6,205
7,6,4,137,1,14.1,205
7,6,4,138,1,14.2,205
7,6,4,139,1,14.2,205
7,6,4,139,1,14.3,205
7,6,4,140,1,14.4,205
7,6,4,141,1,14.5,205
7,6,4,142,1,14.6,205
7,6,4,143,1,15.1,205
7,6,4,144,1,15.2,205
7,6,4,150,1,15.3,205
7,6,4,151,1,15.4,205
7,6,4,152,1,15.5,205
7,6,4,158,1,15.6,205
7,6,4,159,1,16.1,205
7,6,4,163,1,16.2,205
7,6,4,164,1,16.3,205
7,6,4,165,1,16.4,205
7,6,4,166,1,16.5,205
7,6,4,168,1,16.6,205
7,6,4,168,2,17.1,205
7,6,4,169,2,17.2,205
7,6,4,170,2,17.3,205
7,6,4,170,2,17.4,205
7,6,4,170,2,17.5,205
7,6,4,171,2,17.6,205
7,6,4,177,2,18.1,205
7,6,4,181,2,18.2,205
7,6,4,182,2,18.3,205
7,6,4,183,2,18.4,205
7,6,4,189,2,18.5,205
7,6,4,189,2,18.6,205
7,6,4,190,2,19.1,205
7,6,4,196,2,19.2,205
7,6,4,200,2,19.3,205
7,6,4,200,2,19.4,205
7,6,4,204,2,19.5,205
7,6,4,205,2,19.6,205
6,7,4,1,0,0.1,208
6,7,4,1,0,0.2,208
6,7,4,1,0,0.3,208
6,7,4,2,0,0.4,208
6,7,4,3,0,0.5,208
6,7,4,7,0,0.6,208
6,7,4,7,0,1.1,208
6,7,4,7,0,1.2,208
6,7,4,12,0,1.3,208
6,7,4,12,0,1.3,208
6,7,4,12,0,1.4,208
6,7,4,16,0,1.5,208
6,7,4,21,0,1.6,208
6,7,4,22,0,1.6,208
6,7,4,22,0,2.1,208
6,7,4,23,0,2.2,208
6,7,4,25,0,2.3,208
6,7,4,26,0,2.4,208
6,7,4,27,0,2.5,208
6,7,4,28,0,2.6,208
6,7,4,29,0,3.1,208
6,7,4,31,0,3.2,208
6,7,4,37,0,3.3,208
6,7,4,37,0,3.4,208
6,7,4,41,0,3.5,208
6,7,4,42,0,3.6,208
6,7,4,48,0,4.1,208
6,7,4,49,0,4.2,208
6,7,4,53,0,4.3,208
6,7,4,53,0,4.4,208
6,7,4,53,0,4.5,208
6,7,4,57,0,4.6,208
6,7,4,58,0,5.1,208
6,7,4,62,0,5.2,208
6,7,4,62,0,5.3,208
6,7,4,63,0,5.4,208
6,7,4,63,0,5.5,208
6,7,4,63,0,5.6,208
6,7,4,64,0,6.1,208
6,7,4,68,0,6.2,208
6,7,4,69,0,6.3,208
6,7,4,70,0,6.4,208
6,7,4,70,0,6.5,208
6,7,4,71,0,6.6,208
6,7,4,71,1,7.1,208
6,7,4,72,1,7.2,208
6,7,4,73,1,7.3,208
6,7,4,73,1,7.4,208
6,7,4,73,1,7.5,208
6,7,4,75,1,7.6,208
6,7,4,75,1,8.1,208
6,7,4,76,1,8.2,208
6,7,4,82,1,8.3,208
6,7,4,83,1,8.4,208
6,7,4,84,1,8.5,208
6,7,4,84,1,8.6,208
6,7,4,85,1,9.1,208
6,7,4,91,1,9.2,208
6,7,4,95,1,9.3,208
6,7,4,96,1,9.4,208
6,7,4,97,1,9.5,208
6,7,4,97,1,9.6,208
6,7,4,103,1,10.1,208
6,7,4,104,1,10.2,208
6,7,4,108,1,10.3,208
6,7,4,108,1,10.4,208
6,7,4,110,1,10.5,208
6,7,4,116,1,10.6,208
6,7,4,118,1,11.1,208
6,7,4,118,2,11.2,208
6,7,4,119,2,11.3,208
6,7,4,121,2,11.4,208
6,7,4,122,2,11.5,208
6,7,4,122,2,11.5,208
6,7,4,122,2,11.6,208
6,7,4,123,2,12.1,208
6,7,4,124,2,12.2,208
6,7,4,130,2,12.3,208
6,7,4,130,2,12.4,208
6,7,4,132,2,12.5,208
6,7,4,138,2,12.5,208
6,7,4,139,2,12.6,208
6,7,4,139,3,13.1,208
6,7,4,139,4,13.2,208
6,7,4,140,4,13.3,208
6,7,4,141,4,13.3,208
6,7,4,142,4,13.3,208
6,7,4,142,4,13.4,208
6,7,4,143,4,13.5,208
6,7,4,144,4,13.5,208
6,7,4,145,4,13.6,208
6,7,4,146,4,14.1,208
6,7,4,148,4,14.2,208
6,7,4,154,4,14.3,208
6,7,4,156,4,14.4,208
6,7,4,156,5,14.5,208
6,7,4,156,5,14.6,208
6,7,4,156,5,15.1,208
6,7,4,156,5,15.2,208
6,7,4,156,5,15.3,208
6,7,4,156,5,15.4,208
6,7,4,162,5,15.5,208
6,7,4,162,5,15.6,208
6,7,4,163,5,16.1,208
6,7,4,164,5,16.2,208
6,7,4,164,5,16.2,208
6,7,4,165,5,16.3,208
6,7,4,166,5,16.4,208
6,7,4,167,5,16.5,208
6,7,4,167,5,16.5,208
6,7,4,168,5,16.6,208
6,7,4,170,5,16.6,208
6,7,4,176,5,17.1,208
6,7,4,177,5,17.2,208
6,7,4,181,5,17.2,208
6,7,4,187,5,17.3,208
6,7,4,188,5,17.4,208
6,7,4,189,5,17.5,208
6,7,4,195,5,17.6,208
6,7,4,197,5,18.1,208
6,7,4,198,5,18.2,208
6,7,4,198,5,18.2,208
6,7,4,204,5,18.3,208
6,7,4,204,5,18.4,208
6,7,4,204,5,18.5,208
6,7,4,208,5,18.6,208
4,2,17,0,1,0.1,158
4,2,17,1,1,0.2,158
4,2,17,1,1,0.3,158
4,2,17,2,1,0.4,158
4,2,17,2,1,0.5,158
4,2,17,2,1,0.6,158
4,2,17,2,1,1.1,158
4,2,17,3,1,1.2,158
4,2,17,7,1,1.3,158
4,2,17,8,1,1.4,158
4,2,17,8,1,1.5,158
4,2,17,9,1,1.6,158
4,2,17,13,1,2.1,158
4,2,17,13,1,2.2,158
4,2,17,13,2,2.3,158
4,2,17,14,2,2.4,158
4,2,17,14,2,2.5,158
4,2,17,14,2,2.6,158
4,2,17,15,2,3.1,158
4,2,17,16,2,3.1,158
4,2,17,20,2,3.2,158
4,2,17,20,3,3.3,158
4,2,17,21,3,3.4,158
4,2,17,25,3,3.5,158
4,2,17,26,3,3.6,158
4,2,17,26,3,3.6,158
4,2,17,26,3,4.1,158
4,2,17,29,3,4.2,158
4,2,17,29,4,4.3,158
4,2,17,29,4,4.4,158
4,2,17,29,4,4.5,158
4,2,17,29,4,4.6,158
4,2,17,29,4,5.1,158
4,2,17,29,4,5.2,158
4,2,17,30,4,5.3,158
4,2,17,30,4,5.4,158
4,2,17,31,4,5.5,158
4,2,17,32,4,5.5,158
4,2,17,32,4,5.6,158
4,2,17,32,4,6.1,158
4,2,17,33,4,6.2,158
4,2,17,33,4,6.3,158
4,2,17,33,4,6.4,158
4,2,17,33,4,6.5,158
4,2,17,33,4,6.6,158
4,2,17,33,4,7.1,158
4,2,17,34,4,7.2,158
4,2,17,34,4,7.3,158
4,2,17,36,4,7.4,158
4,2,17,36,4,7.5,158
4,2,17,36,4,7.6,158
4,2,17,36,4,8.1,158
4,2,17,36,4,8.2,158
4,2,17,37,4,8.3,158
4,2,17,41,4,8.4,158
4,2,17,41,4,8.5,158
4,2,17,42,4,8.6,158
4,2,17,43,4,9.1,158
4,2,17,44,4,9.2,158
4,2,17,45,4,9.3,158
4,2,17,46,4,9.4,158
4,2,17,46,4,9.5,158
4,2,17,47,4,9.6,158
4,2,17,51,4,10.1,158
4,2,17,51,4,10.2,158
4,2,17,55,4,10.3,158
4,2,17,56,4,10.4,158
4,2,17,57,4,10.5,158
4,2,17,58,4,10.6,158
4,2,17,59,4,11.1,158
4,2,17,59,4,11.2,158
4,2,17,60,4,11.3,158
4,2,17,61,4,11.4,158
4,2,17,61,4,11.5,158
4,2,17,63,4,11.6,158
4,2,17,67,4,12.1,158
4,2,17,73,4,12.2,158
4,2,17,74,4,12.3,158
4,2,17,75,4,12.4,158
4,2,17,79,4,12.5,158
4,2,17,80,4,12.6,158
4,2,17,86,4,13.1,158
4,2,17,87,4,13.2,158
4,2,17,88,4,13.3,158
4,2,17,88,4,13.4,158
4,2,17,89,4,13.5,158
4,2,17,90,4,13.6,158
4,2,17,96,4,14.1,158
4,2,17,100,4,14.2,158
4,2,17,104,4,14.3,158
4,2,17,105,4,14.4,158
4,2,17,105,4,14.5,158
4,2,17,109,4,14.6,158
4,2,17,109,4,15.1,158
4,2,17,109,4,15.2,158
4,2,17,115,4,15.3,158
4,2,17,116,4,15.4,158
4,2,17,116,5,15.5,158
4,2,17,116,5,15.6,158
4,2,17,117,5,16.1,158
4,2,17,117,5,16.2,158
4,2,17,119,5,16.3,158
4,2,17,120,5,16.4,158
4,2,17,120,5,16.5,158
4,2,17,124,5,16.6,158
4,2,17,125,5,17.1,158
4,2,17,126,5,17.2,158
4,2,17,130,5,17.3,158
4,2,17,134,5,17.4,158
4,2,17,135,5,17.5,158
4,2,17,139,5,17.6,158
4,2,17,140,5,18.1,158
4,2,17,140,5,18.2,158
4,2,17,141,5,18.3,158
4,2,17,142,5,18.4,158
4,2,17,148,5,18.5,158
4,2,17,149,5,18.6,158
4,2,17,150,5,19.1,158
4,2,17,151,5,19.2,158
4,2,17,155,5,19.2,158
4,2,17,156,5,19.3,158
4,2,17,156,6,19.4,158
4,2,17,157,6,19.5,158
4,2,17,158,6,19.6,158
2,4,17,4,0,0.1,161
2,4,17,4,0,0.2,161
2,4,17,4,1,0.3,161
2,4,17,5,1,0.4,161
2,4,17,5,1,0.4,161
2,4,17,5,1,0.5,161
2,4,17,7,1,0.6,161
2,4,17,8,1,1.1,161
2,4,17,9,1,1.2,161
2,4,17,10,1,1.3,161
2,4,17,11,1,1.4,161
2,4,17,11,1,1.5,161
2,4,17,15,1,1.6,161
2,4,17,15,2,2.1,161
2,4,17,19,2,2.2,161
2,4,17,19,2,2.3,161
2,4,17,21,2,2.4,161
2,4,17,25,2,2.5,161
2,4,17,25,2,2.6,161
